Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2009-12-31,11.12,11.25,11.0,11.25,89600.0,0.0,1.0,11.12,11.25,11.0,11.25,89600.0
2009-12-30,11.06,11.17,11.06,11.07,28200.0,0.0,1.0,11.06,11.17,11.06,11.07,28200.0
2009-12-29,11.1,11.15,11.01,11.07,40000.0,0.0,1.0,11.1,11.15,11.01,11.07,40000.0
2009-12-28,10.93,11.23,10.86,11.0,100600.0,0.0,1.0,10.93,11.23,10.86,11.0,100600.0
2009-12-24,10.65,10.79,10.65,10.79,80200.0,0.0,1.0,10.65,10.79,10.65,10.79,80200.0
2009-12-23,10.63,10.72,10.6,10.6,108800.0,0.0,1.0,10.63,10.72,10.6,10.6,108800.0
2009-12-22,10.5,10.74,10.45,10.74,115500.0,0.0,1.0,10.5,10.74,10.45,10.74,115500.0
2009-12-21,10.55,10.6,10.3,10.5,69100.0,0.0,1.0,10.55,10.6,10.3,10.5,69100.0
2009-12-18,10.05,10.75,9.95,10.7,268900.0,0.0,1.0,10.05,10.75,9.95,10.7,268900.0
2009-12-17,10.15,10.16,9.91,9.98,205800.0,0.0,1.0,10.15,10.16,9.91,9.98,205800.0
2009-12-16,9.95,10.28,9.95,10.2,92700.0,0.0,1.0,9.95,10.28,9.95,10.2,92700.0
2009-12-15,10.05,10.05,9.92,10.05,90000.0,0.0,1.0,10.05,10.05,9.92,10.05,90000.0
2009-12-14,10.05,10.1,9.93,10.0,92500.0,0.0,1.0,10.05,10.1,9.93,10.0,92500.0
2009-12-11,10.0,10.03,9.8,10.03,142300.0,0.0,1.0,10.0,10.03,9.8,10.03,142300.0
2009-12-10,9.68,9.9,9.47,9.9,78400.0,0.0,1.0,9.68,9.9,9.47,9.9,78400.0
2009-12-09,9.5,9.66,9.19,9.5,108900.0,0.0,1.0,9.5,9.66,9.19,9.5,108900.0
2009-12-08,9.65,9.66,9.15,9.24,97100.0,0.0,1.0,9.65,9.66,9.15,9.24,97100.0
2009-12-07,9.01,9.49,8.92,9.34,131500.0,0.0,1.0,9.01,9.49,8.92,9.34,131500.0
2009-12-04,9.95,10.0,9.13,9.35,440000.0,0.0,1.0,9.95,10.0,9.13,9.35,440000.0
2009-12-03,9.99,10.13,9.89,10.0,195100.0,0.0,1.0,9.99,10.13,9.89,10.0,195100.0
2009-12-02,9.61,9.9,9.58,9.9,219300.0,0.0,1.0,9.61,9.9,9.58,9.9,219300.0
2009-12-01,9.43,9.65,9.3,9.6,206700.0,0.0,1.0,9.43,9.65,9.3,9.6,206700.0
2009-11-30,9.2,9.44,9.15,9.44,55300.0,0.0,1.0,9.2,9.44,9.15,9.44,55300.0
2009-11-27,9.14,9.3,8.86,9.11,124900.0,0.0,1.0,9.14,9.3,8.86,9.11,124900.0
2009-11-25,9.13,9.45,9.13,9.37,124800.0,0.0,1.0,9.13,9.45,9.13,9.37,124800.0
2009-11-24,9.3,9.4,8.9,8.99,177300.0,0.0,1.0,9.3,9.4,8.9,8.99,177300.0
2009-11-23,9.52,9.6,9.25,9.35,132500.0,0.0,1.0,9.52,9.6,9.25,9.35,132500.0
2009-11-20,9.38,9.61,9.2,9.3,69700.0,0.0,1.0,9.38,9.61,9.2,9.3,69700.0
2009-11-19,9.41,9.69,9.41,9.6,91700.0,0.0,1.0,9.41,9.69,9.41,9.6,91700.0
2009-11-18,9.64,9.75,9.5,9.65,188300.0,0.0,1.0,9.64,9.75,9.5,9.65,188300.0
2009-11-17,9.6,9.6,9.2,9.49,82100.0,0.0,1.0,9.6,9.6,9.2,9.49,82100.0
2009-11-16,9.55,9.64,9.46,9.64,153300.0,0.0,1.0,9.55,9.64,9.46,9.64,153300.0
2009-11-13,9.2,9.39,9.2,9.39,112800.0,0.0,1.0,9.2,9.39,9.2,9.39,112800.0
2009-11-12,9.1,9.33,9.01,9.3,174800.0,0.0,1.0,9.1,9.33,9.01,9.3,174800.0
2009-11-11,9.1,9.45,9.09,9.35,214200.0,0.0,1.0,9.1,9.45,9.09,9.35,214200.0
2009-11-10,9.59,9.65,9.05,9.09,178800.0,0.0,1.0,9.59,9.65,9.05,9.09,178800.0
2009-11-09,9.25,9.6,9.11,9.6,505900.0,0.0,1.0,9.25,9.6,9.11,9.6,505900.0
2009-11-06,8.66,9.0,8.66,9.0,53800.0,0.0,1.0,8.66,9.0,8.66,9.0,53800.0
2009-11-05,8.7,8.95,8.52,8.65,58900.0,0.0,1.0,8.7,8.95,8.52,8.65,58900.0
2009-11-04,8.8,8.95,8.6,8.64,103200.0,0.0,1.0,8.8,8.95,8.6,8.64,103200.0
2009-11-03,8.12,8.69,7.96,8.49,165600.0,0.0,1.0,8.12,8.69,7.96,8.49,165600.0
2009-11-02,8.0,8.27,7.96,8.1,97200.0,0.0,1.0,8.0,8.27,7.96,8.1,97200.0
2009-10-30,8.1,8.1,7.21,7.94,236000.0,0.0,1.0,8.1,8.1,7.21,7.94,236000.0
2009-10-29,8.2,8.4,8.0,8.05,144000.0,0.0,1.0,8.2,8.4,8.0,8.05,144000.0
2009-10-28,8.25,8.4,7.76,7.95,295500.0,0.0,1.0,8.25,8.4,7.76,7.95,295500.0
2009-10-27,8.4,8.49,8.0,8.45,290500.0,0.0,1.0,8.4,8.49,8.0,8.45,290500.0
2009-10-26,8.95,8.95,8.27,8.47,233200.0,0.0,1.0,8.95,8.95,8.27,8.47,233200.0
2009-10-23,8.9,9.0,8.81,8.95,61800.0,0.0,1.0,8.9,9.0,8.81,8.95,61800.0
2009-10-22,9.15,9.15,8.8,8.8,159100.0,0.0,1.0,9.15,9.15,8.8,8.8,159100.0
2009-10-21,8.94,9.29,8.93,9.2,130700.0,0.0,1.0,8.94,9.29,8.93,9.2,130700.0
2009-10-20,8.8,8.95,8.77,8.94,55000.0,0.0,1.0,8.8,8.95,8.77,8.94,55000.0
2009-10-19,8.77,8.8,8.51,8.8,173600.0,0.0,1.0,8.77,8.8,8.51,8.8,173600.0
2009-10-16,8.76,8.89,8.55,8.65,104700.0,0.0,1.0,8.76,8.89,8.55,8.65,104700.0
2009-10-15,8.8,9.0,8.64,8.87,74000.0,0.0,1.0,8.8,9.0,8.64,8.87,74000.0
2009-10-14,8.88,9.15,8.8,9.0,110400.0,0.0,1.0,8.88,9.15,8.8,9.0,110400.0
2009-10-13,9.15,9.15,8.65,8.8,164700.0,0.0,1.0,9.15,9.15,8.65,8.8,164700.0
2009-10-12,8.9,9.12,8.86,9.12,194200.0,0.0,1.0,8.9,9.12,8.86,9.12,194200.0
2009-10-09,8.7,9.0,8.5,8.85,230400.0,0.0,1.0,8.7,9.0,8.5,8.85,230400.0
2009-10-08,8.44,8.89,8.25,8.71,366100.0,0.0,1.0,8.44,8.89,8.25,8.71,366100.0
2009-10-07,7.6,8.19,7.59,8.15,455500.0,0.0,1.0,7.6,8.19,7.59,8.15,455500.0
2009-10-06,7.33,7.62,7.33,7.6,346700.0,0.0,1.0,7.33,7.62,7.33,7.6,346700.0
2009-10-05,7.31,7.4,7.05,7.35,127500.0,0.0,1.0,7.31,7.4,7.05,7.35,127500.0
2009-10-02,7.17,7.3,7.05,7.19,107300.0,0.0,1.0,7.17,7.3,7.05,7.19,107300.0
2009-10-01,7.4,7.44,7.17,7.17,72000.0,0.0,1.0,7.4,7.44,7.17,7.17,72000.0
2009-09-30,7.3,7.43,7.17,7.35,129400.0,0.0,1.0,7.3,7.43,7.17,7.35,129400.0
2009-09-29,6.85,7.24,6.85,7.2,120900.0,0.0,1.0,6.85,7.24,6.85,7.2,120900.0
2009-09-28,6.6,6.94,6.6,6.82,77400.0,0.0,1.0,6.6,6.94,6.6,6.82,77400.0
2009-09-25,6.95,6.95,6.65,6.7,104900.0,0.0,1.0,6.95,6.95,6.65,6.7,104900.0
2009-09-24,7.0,7.1,6.6,6.9,101300.0,0.0,1.0,7.0,7.1,6.6,6.9,101300.0
2009-09-23,7.05,7.08,6.92,7.0,116000.0,0.0,1.0,7.05,7.08,6.92,7.0,116000.0
2009-09-22,6.75,7.08,6.75,7.0,129900.0,0.0,1.0,6.75,7.08,6.75,7.0,129900.0
2009-09-21,6.8,6.87,6.56,6.73,85800.0,0.0,1.0,6.8,6.87,6.56,6.73,85800.0
2009-09-18,6.77,6.91,6.75,6.8,118300.0,0.0,1.0,6.77,6.91,6.75,6.8,118300.0
2009-09-17,7.17,7.2,6.75,6.77,150300.0,0.0,1.0,7.17,7.2,6.75,6.77,150300.0
2009-09-16,7.0,7.25,7.0,7.17,288200.0,0.0,1.0,7.0,7.25,7.0,7.17,288200.0
2009-09-15,6.81,7.0,6.81,7.0,99200.0,0.0,1.0,6.81,7.0,6.81,7.0,99200.0
