Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2012-12-31,510.53,535.4,509.0,532.1729,23553300.0,0.0,1.0,66.471856721088,69.709972163184,66.272648171574,69.28979836571,164873100.0
2012-12-28,510.29,514.48,508.12,509.5892,12652800.0,0.0,1.0,66.440608321164,66.986153303166,66.158070705187,66.349362993387,88569600.0
2012-12-27,513.54,516.25,504.66,515.06,16254300.0,0.0,1.0,66.863763736798,67.216610252603,65.70757293962,67.061670269648,113780100.0
2012-12-26,519.0,519.46,511.12,512.9995,10801300.0,0.0,1.0,67.574664835063,67.634557601583,66.548675704233,66.793389736136,75609100.0
2012-12-24,520.35,524.25,518.71,520.168,6276900.0,0.0,1.0,67.750437084634,68.258223583394,67.536906351821,67.726740381358,43938300.0
2012-12-21,512.47,519.67,510.24,519.33,21295300.0,0.0,1.0,66.724447953804,67.661899951516,66.434098237846,67.617631384958,149067100.0
2012-12-20,530.0,530.2,518.88,521.7302,17203200.0,0.0,1.0,69.0068831649,69.03292349817,67.559040635101,67.930141424528,120422400.0
2012-12-19,531.47,533.7,525.5,526.31,16048900.0,0.0,1.0,69.198279614433,69.488629330391,68.42097566633,68.526439016073,112342300.0
2012-12-18,525.0,534.9,520.25,533.9,22345900.0,0.0,1.0,68.355874833156,69.64487133001,67.737416917999,69.514669663661,156421300.0
2012-12-17,508.93,520.0,501.23,518.83,27057400.0,0.0,1.0,66.263534054929,67.704866501411,65.260981224043,67.552530551783,189401800.0
2012-12-14,514.75,518.132,505.58,509.794,36056400.0,0.0,1.0,67.02130775308,67.461649788672,65.827358472661,66.376028294655,252394800.0
2012-12-13,531.15,537.6399,525.8,529.69,22330700.0,0.0,1.0,69.156615081201,70.001610875639,68.460036166235,68.966520648332,156314900.0
2012-12-12,547.77,548.0,536.2701,539.0,17398000.0,0.0,1.0,71.320566775919,71.35051315918,69.823260633074,70.17869816204,121786000.0
2012-12-11,539.77,549.56,537.37,541.388,21155200.0,0.0,1.0,70.278953445129,71.553627758684,69.966469445891,70.489619741281,148086400.0
2012-12-10,525.0,538.51,521.58,529.8209,22517300.0,0.0,1.0,68.355874833156,70.114899345529,67.910585134243,68.983564046457,157621100.0
2012-12-07,553.4,555.2,530.0,533.25,28108600.0,0.0,1.0,72.053602157464,72.287965156892,69.0068831649,69.430038580534,196760200.0
2012-12-06,528.94,553.31,518.63,547.2445,42043300.0,0.0,1.0,68.86886939857,72.041884007492,67.526490218513,71.252145800253,294303100.0
2012-12-05,568.91,569.25,538.77,538.7923,37308500.0,0.0,1.0,74.073030002535,74.117298569093,70.14875177878,70.151655275939,261159500.0
2012-12-04,581.8,581.8,572.13,575.8454,19895300.0,0.0,1.0,75.751329481771,75.751329481771,74.492279368178,74.976030639331,139267100.0
2012-12-03,593.65,594.59,585.5,586.19,13010000.0,0.0,1.0,77.294219228006,77.416608794374,76.233075647262,76.322914797043,91070000.0
2012-11-30,586.79,588.4,582.68,585.28,13975700.0,0.0,1.0,76.401035796852,76.610660479674,75.865906948158,76.204431280666,97829900.0
2012-11-29,590.215,594.25,585.25,589.36,18382100.0,0.0,1.0,76.846976504097,77.372340227815,76.200525230675,76.735654079369,128674700.0
2012-11-28,577.27,585.8,572.26,582.94,18602300.0,0.0,1.0,75.161515933211,76.272136147167,74.509205584803,75.899759381409,130216100.0
2012-11-27,589.55,590.42,580.1,584.78,19047500.0,0.0,1.0,76.760392395975,76.873667845699,75.529986648978,76.139330447491,133332500.0
2012-11-26,575.9,590.0,573.71,589.53,22520700.0,0.0,1.0,74.983139650313,76.818983145832,74.697998001009,76.757788362648,157644900.0
2012-11-23,567.17,572.0,562.6,571.5,9743800.0,0.0,1.0,73.846479103088,74.475353151553,73.251457487873,74.410252318378,68206600.0
2012-11-21,564.25,567.37,556.6,561.7,13321500.0,0.0,1.0,73.466290237349,73.872519436357,72.47024748978,73.134275988159,93250500.0
