Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2012-12-31,15.05,15.43,14.75,15.41,386400.0,0.0,1.0,15.05,15.43,14.75,15.41,386400.0
2012-12-28,15.12,15.37,15.06,15.09,189300.0,0.0,1.0,15.12,15.37,15.06,15.09,189300.0
2012-12-27,15.5,15.56,15.11,15.24,277200.0,0.0,1.0,15.5,15.56,15.11,15.24,277200.0
2012-12-26,15.38,15.68,15.1,15.56,186800.0,0.0,1.0,15.38,15.68,15.1,15.56,186800.0
2012-12-24,15.28,15.3,14.79,15.2,221400.0,0.0,1.0,15.28,15.3,14.79,15.2,221400.0
2012-12-21,15.26,15.57,15.0,15.35,529100.0,0.0,1.0,15.26,15.57,15.0,15.35,529100.0
2012-12-20,15.17,15.4,15.09,15.39,320100.0,0.0,1.0,15.17,15.4,15.09,15.39,320100.0
2012-12-19,15.67,15.75,15.14,15.43,425000.0,0.0,1.0,15.67,15.75,15.14,15.43,425000.0
2012-12-18,15.45,15.73,15.28,15.64,377400.0,0.0,1.0,15.45,15.73,15.28,15.64,377400.0
2012-12-17,16.0,16.0,15.05,15.47,467900.0,0.0,1.0,16.0,16.0,15.05,15.47,467900.0
2012-12-14,16.03,16.33,15.89,16.06,336600.0,0.0,1.0,16.03,16.33,15.89,16.06,336600.0
2012-12-13,16.49,16.54,15.9,16.02,264300.0,0.0,1.0,16.49,16.54,15.9,16.02,264300.0
2012-12-12,16.75,16.88,16.39,16.7,223400.0,0.0,1.0,16.75,16.88,16.39,16.7,223400.0
2012-12-11,16.44,16.8,16.3,16.57,274600.0,0.0,1.0,16.44,16.8,16.3,16.57,274600.0
2012-12-10,16.28,16.5,16.28,16.38,195900.0,0.0,1.0,16.28,16.5,16.28,16.38,195900.0
2012-12-07,16.5,16.6,16.24,16.36,118000.0,0.0,1.0,16.5,16.6,16.24,16.36,118000.0
2012-12-06,15.9,16.67,15.9,16.39,230900.0,0.0,1.0,15.9,16.67,15.9,16.39,230900.0
