Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2009-12-31,30.65,31.09,29.97,29.98,5231900.0,0.0,1.0,24.238886966995,24.58685141285,23.70112373249,23.709032015351,5231900.0
2009-12-30,31.25,31.54,30.46,30.6,4967000.0,0.0,1.0,24.713383938616,24.942724141566,24.088629592648,24.199345552693,4967000.0
2009-12-29,32.2,32.25,31.13,31.66,6462500.0,0.0,1.0,25.46467081035,25.504212224652,24.618484544292,25.037623535891,6462500.0
2009-12-28,30.93,32.8,30.76,31.5,15612300.0,0.0,1.0,24.460318887085,25.939167781971,24.325878078459,24.911091010125,15612300.0
2009-12-24,29.69,30.73,29.01,30.12,5327300.0,0.0,1.0,23.4796918124,24.302153229878,22.941928577896,23.819747975396,5327300.0
2009-12-23,30.57,30.87,29.17,29.41,10240100.0,0.0,1.0,24.175620704112,24.412869189923,23.068461103662,23.25825989231,10240100.0
2009-12-22,28.07,31.91,28.01,31.05,29156900.0,0.0,1.0,22.198549989023,25.2353306074,22.15110029186,24.555218281409,29156900.0
2009-12-21,28.3,28.38,27.96,28.06,5533800.0,0.0,1.0,22.380440494811,22.443706757694,22.111558877559,22.190641706162,5533800.0
2009-12-18,28.39,28.48,27.85,28.19,7192000.0,0.0,1.0,22.451615040554,22.522789586297,22.024567766095,22.293449383347,7192000.0
2009-12-17,28.49,28.97,28.0,28.21,9373800.0,0.0,1.0,22.530697869158,22.910295446455,22.143192009,22.309265949068,9373800.0
2009-12-16,29.27,29.45,28.56,28.95,5580000.0,0.0,1.0,23.147543932265,23.289893023752,22.58605584918,22.894478880734,5580000.0
2009-12-15,28.58,29.68,28.3,28.93,9423900.0,0.0,1.0,22.601872414901,23.47178352954,22.380440494811,22.878662315013,9423900.0
2009-12-14,28.38,29.98,27.51,29.08,13345600.0,0.0,1.0,22.443706757694,23.709032015351,21.755686148843,22.997286557919,13345600.0
2009-12-11,29.04,29.09,27.4,28.37,12263900.0,0.0,1.0,22.965653426477,23.005194840779,21.668695037379,22.435798474833,12263900.0
2009-12-10,29.79,30.29,28.745,28.93,6973900.0,0.0,1.0,23.558774641004,23.954188784022,22.732359082097,22.878662315013,6973900.0
2009-12-09,30.1,30.11,29.42,29.66,5371100.0,0.0,1.0,23.803931409675,23.811839692535,23.266168175171,23.455966963819,5371100.0
2009-12-08,29.7,30.14,29.32,29.99,6146200.0,0.0,1.0,23.487600095261,23.835564541116,23.187085346567,23.716940298211,6146200.0
