Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2011-12-30,25.73,25.88,25.62,25.65,19168800.0,0.0,1.0,23.874902843962,24.014088052924,23.772833690723,23.800670732516,19168800.0
2011-12-29,25.67,25.84,25.5,25.8,19249800.0,0.0,1.0,23.819228760377,23.976971997201,23.661485523553,23.939855941478,19249800.0
2011-12-28,25.68,25.76,25.33,25.51,25412300.0,0.0,1.0,23.828507774308,23.902739885754,23.50374228673,23.670764537484,25412300.0
2011-12-27,26.06,26.2,25.56,25.625,21312400.0,0.0,1.0,24.181110303679,24.31101649871,23.717159607138,23.777473197689,21312400.0
2011-12-23,25.8,26.08,25.75,26.06,32292800.0,0.0,1.0,23.939855941478,24.19966833154,23.893460871824,24.181110303679,32292800.0
2011-12-22,25.8601,25.87,25.38,25.69,44203700.0,0.0,1.0,23.995622815202,24.004809038993,23.550137356384,23.837786788239,44203700.0
2011-12-21,25.67,25.99,24.91,25.77,183503900.0,0.0,1.0,23.819228760377,24.116157206163,23.114023701636,23.912018899685,183503900.0
2011-12-20,29.06,29.49,28.87,29.17,46428300.0,0.0,1.0,26.96481448292,27.363812081945,26.788513218235,27.066883636159,46428300.0
2011-12-19,29.41,29.44,28.5,28.615,24849700.0,0.0,1.0,27.289579970498,27.317417012291,26.445189702795,26.551898362999,24849700.0
2011-12-16,29.26,30.07,28.96,29.21,46100600.0,0.0,1.0,27.150394761536,27.901994889931,26.872024343612,27.103999691882,46100600.0
2011-12-15,30.14,30.2,28.81,29.03,43170300.0,0.0,1.0,27.966947987447,28.022622071032,26.73283913465,26.936977441128,43170300.0
2011-12-14,30.671,30.75,29.75,29.87,26644600.0,0.0,1.0,28.459663627173,28.532967837226,27.605066444146,27.716414611315,26644600.0
2011-12-13,31.69,31.9,30.6,30.83,25309900.0,0.0,1.0,29.405195146722,29.600054439269,28.393782628264,28.607199948673,25309900.0
2011-12-12,31.4,31.4,30.775,31.32,22536100.0,0.0,1.0,29.136103742729,29.136103742729,28.556165372053,29.061871631282,22536100.0
2011-12-09,30.84,31.85,30.81,31.69,22621000.0,0.0,1.0,28.616478962604,29.553659369615,28.588641920811,29.405195146722,22621000.0
2011-12-08,31.24,31.5,30.65,30.74,24494300.0,0.0,1.0,28.987639519836,29.228893882037,28.440177697918,28.523688823295,24494300.0
2011-12-07,31.2899,31.81,30.82,31.54,31366000.0,0.0,1.0,29.03394179935,29.516543313892,28.597920934742,29.26600993776,31366000.0
2011-12-06,32.04,32.11,31.54,31.73,21049900.0,0.0,1.0,29.7299606343,29.794913731816,29.26600993776,29.442311202445,21049900.0
2011-12-05,31.81,32.24,31.55,31.9,19992200.0,0.0,1.0,29.516543313892,29.915540912916,29.275288951691,29.600054439269,19992200.0
2011-12-02,32.0,32.05,31.2,31.2,22391200.0,0.0,1.0,29.692844578577,29.739239648231,28.950523464112,28.950523464112,22391200.0
2011-12-01,31.4,31.78,31.14,31.67,22197000.0,0.0,1.0,29.136103742729,29.488706272099,28.894849380528,29.38663711886,22197000.0
2011-11-30,30.69,31.46,30.65,31.35,31879500.0,0.0,1.0,28.477293753641,29.191777826313,28.440177697918,29.089708673075,31879500.0
2011-11-29,29.9299,30.16,29.69,29.74,20155800.0,0.0,1.0,27.771995904761,27.985506015309,27.549392360561,27.595787430215,20155800.0
