Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2007-12-31,4.41,4.45,4.35,4.45,7900.0,0.0,1.0,4.41,4.45,4.35,4.45,7900.0
2007-12-28,4.4,4.5,4.4,4.45,34600.0,0.0,1.0,4.4,4.5,4.4,4.45,34600.0
2007-12-27,4.5,4.5,4.45,4.5,32500.0,0.0,1.0,4.5,4.5,4.45,4.5,32500.0
2007-12-26,4.45,4.5,4.31,4.45,46300.0,0.0,1.0,4.45,4.5,4.31,4.45,46300.0
2007-12-24,4.3,4.45,4.3,4.45,63000.0,0.0,1.0,4.3,4.45,4.3,4.45,63000.0
2007-12-21,4.3,4.35,4.26,4.29,207800.0,0.0,1.0,4.3,4.35,4.26,4.29,207800.0
2007-12-20,4.15,4.3,4.14,4.3,21800.0,0.0,1.0,4.15,4.3,4.14,4.3,21800.0
2007-12-19,4.0,4.12,4.0,4.08,24500.0,0.0,1.0,4.0,4.12,4.0,4.08,24500.0
2007-12-18,4.15,4.2,3.95,4.01,97500.0,0.0,1.0,4.15,4.2,3.95,4.01,97500.0
2007-12-17,4.36,4.37,4.17,4.2,77900.0,0.0,1.0,4.36,4.37,4.17,4.2,77900.0
2007-12-14,4.36,4.43,4.3,4.31,22300.0,0.0,1.0,4.36,4.43,4.3,4.31,22300.0
2007-12-13,4.36,4.49,4.36,4.43,49000.0,0.0,1.0,4.36,4.49,4.36,4.43,49000.0
2007-12-12,4.5,4.5,4.39,4.48,44400.0,0.0,1.0,4.5,4.5,4.39,4.48,44400.0
2007-12-11,4.45,4.5,4.45,4.5,30700.0,0.0,1.0,4.45,4.5,4.45,4.5,30700.0
2007-12-10,4.5,4.5,4.45,4.5,152200.0,0.0,1.0,4.5,4.5,4.45,4.5,152200.0
2007-12-07,4.44,4.5,4.35,4.5,52500.0,0.0,1.0,4.44,4.5,4.35,4.5,52500.0
2007-12-06,4.4,4.55,4.3,4.4,52700.0,0.0,1.0,4.4,4.55,4.3,4.4,52700.0
2007-12-05,4.3,4.4,4.25,4.4,45200.0,0.0,1.0,4.3,4.4,4.25,4.4,45200.0
2007-12-04,4.5,4.5,4.35,4.35,39400.0,0.0,1.0,4.5,4.5,4.35,4.35,39400.0
2007-12-03,4.42,4.5,4.42,4.44,21700.0,0.0,1.0,4.42,4.5,4.42,4.44,21700.0
2007-11-30,4.51,4.59,4.4,4.5,46100.0,0.0,1.0,4.51,4.59,4.4,4.5,46100.0
2007-11-29,4.56,4.65,4.51,4.65,18500.0,0.0,1.0,4.56,4.65,4.51,4.65,18500.0
2007-11-28,4.5,4.65,4.47,4.63,52300.0,0.0,1.0,4.5,4.65,4.47,4.63,52300.0
2007-11-27,4.74,4.74,4.35,4.45,68600.0,0.0,1.0,4.74,4.74,4.35,4.45,68600.0
2007-11-26,4.6,4.75,4.56,4.74,173300.0,0.0,1.0,4.6,4.75,4.56,4.74,173300.0
