Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2008-12-31,8.1,8.47,8.1,8.24,6924100.0,0.0,1.0,6.362101095225,6.6527155896983,6.362101095225,6.4720633363771,6924100.0
2008-12-30,7.9,8.14,7.8,8.11,3412100.0,0.0,1.0,6.2050121792936,6.3935188784113,6.1264677213278,6.3699555410216,3412100.0
2008-12-29,7.76,7.96,7.58,7.85,5222300.0,0.0,1.0,6.0950499381415,6.252138854073,5.9536699138032,6.1657399503107,5222300.0
2008-12-26,7.66,7.84,7.59,7.77,1695000.0,0.0,1.0,6.0165054801758,6.1578855045141,5.9615243595998,6.1029043839381,1695000.0
2008-12-24,7.63,7.67,7.57,7.62,1157600.0,0.0,1.0,5.9929421427861,6.0243599259724,5.9458154680066,5.9850876969895,1157600.0
2008-12-23,7.85,8.06,7.5,7.59,4497400.0,0.0,1.0,6.1657399503107,6.3306833120387,5.8908343474306,5.9615243595998,4497400.0
2008-12-22,7.9,8.11,7.58,7.8,7714500.0,0.0,1.0,6.2050121792936,6.3699555410216,5.9536699138032,6.1264677213278,7714500.0
2008-12-19,8.37,8.42,7.35,7.88,12824200.0,0.0,1.0,6.5741711317325,6.6134433607154,5.773017660482,6.1893032877004,12824200.0
2008-12-18,7.54,8.24,7.47,8.05,11763700.0,0.0,1.0,5.9222521306169,6.4720633363771,5.8672710100409,6.3228288662422,11763700.0
2008-12-17,7.82,7.91,7.52,7.53,14662900.0,0.0,1.0,6.142176612921,6.2128666250901,5.9065432390237,5.9143976848203,14662900.0
2008-12-16,7.06,8.0,7.06,7.99,10959400.0,0.0,1.0,5.5452387323813,6.2835566372593,5.5452387323813,6.2757021914627,10959400.0
2008-12-15,7.28,7.5,6.87,7.0,5347000.0,0.0,1.0,5.718036539906,5.8908343474306,5.3960042622464,5.4981120576019,5347000.0
2008-12-12,6.89,7.27,6.682,7.27,7883100.0,0.0,1.0,5.4117131538396,5.7101820941094,5.2483406812708,5.7101820941094,7883100.0
2008-12-11,7.19,7.48,6.94,7.12,4235800.0,0.0,1.0,5.6473465277368,5.8751254558374,5.4509853828224,5.5923654071608,4235800.0
2008-12-10,7.24,7.52,6.93,7.03,7617000.0,0.0,1.0,5.6866187567197,5.9065432390237,5.4431309370259,5.5216753949916,7617000.0
2008-12-09,7.06,7.39,6.99,7.17,6570500.0,0.0,1.0,5.5452387323813,5.8044354436683,5.4902576118053,5.6316376361436,6570500.0
2008-12-08,6.59,7.25,6.53,7.06,11081800.0,0.0,1.0,5.1760797799423,5.6944732025162,5.1289531051629,5.5452387323813,11081800.0
2008-12-05,6.79,6.79,5.8,6.4,15601000.0,0.0,1.0,5.3331686958738,5.3331686958738,4.555578562013,5.0268453098074,15601000.0
2008-12-04,7.0,7.39,6.73,6.91,9626800.0,0.0,1.0,5.4981120576019,5.8044354436683,5.2860420210944,5.4274220454327,9626800.0
2008-12-03,7.43,7.58,6.99,7.18,15197000.0,0.0,1.0,5.8358532268546,5.9536699138032,5.4902576118053,5.6394920819402,15197000.0
2008-12-02,7.1,7.9,6.95,7.82,12401100.0,0.0,1.0,5.5766565155676,6.2050121792936,5.458839828619,6.142176612921,12401100.0
2008-12-01,7.44,7.44,6.85,6.91,9130200.0,0.0,1.0,5.8437076726512,5.8437076726512,5.3802953706533,5.4274220454327,9130200.0
2008-11-28,7.45,7.82,7.45,7.69,3550800.0,0.0,1.0,5.8515621184477,6.142176612921,5.8515621184477,6.0400688175655,3550800.0
